model,set,pair,wording,a,b,source,n_readings_per_order,p_a_forward_readings,p_a_reverse_readings,p_a_forward_median,p_a_reverse_median,choice_probability_a,measurable,selected,captured_mass
Llama-3.1-405B,constructed,d1_F-A-D_a|d1_F-A-P_a,a,d1_F-A-D_a,d1_F-A-P_a,NDIF,1,0.9999,0.9820,0.9999,0.9820,0.9910,1,d1_F-A-D_a,1.0000
gemma-4-31b,constructed,d1_F-A-N_b|d1_F-A-D_b,b,d1_F-A-N_b,d1_F-A-D_b,OpenRouter,3,1.0000;1.0000;1.0000,0.0000;0.0000;0.0000,1.0000,0.0000,,0,,1.0000
gemma-4-31b,constructed,d1_F-A-N_b|d1_F-A-P_b,b,d1_F-A-N_b,d1_F-A-P_b,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-A-N_b,1.0000
gemma-4-31b,constructed,d1_F-A-N_c|d1_F-A-D_c,c,d1_F-A-N_c,d1_F-A-D_c,OpenRouter,3,1.0000;1.0000;1.0000,0.0000;0.0000;0.0000,1.0000,0.0000,,0,,1.0000
gemma-4-31b,constructed,d1_F-A-N_c|d1_F-A-P_c,c,d1_F-A-N_c,d1_F-A-P_c,OpenRouter,3,1.0000;1.0000;1.0000,0.9999;1.0000;0.9999,1.0000,0.9999,1.0000,1,d1_F-A-N_c,1.0000
gemma-4-31b,constructed,d1_F-L-D_a|d1_F-A-D_a,a,d1_F-L-D_a,d1_F-A-D_a,OpenRouter,3,1.0000;0.9999;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-L-D_a,1.0000
gemma-4-31b,constructed,d1_F-L-D_a|d1_F-A-N_a,a,d1_F-L-D_a,d1_F-A-N_a,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-L-D_a,1.0000
gemma-4-31b,constructed,d1_F-L-D_a|d1_F-A-P_a,a,d1_F-L-D_a,d1_F-A-P_a,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-L-D_a,1.0000
gemma-4-31b,constructed,d1_F-L-D_a|d1_F-L-P_a,a,d1_F-L-D_a,d1_F-L-P_a,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-L-D_a,1.0000
gemma-4-31b,constructed,d1_F-L-D_b|d1_F-A-D_b,b,d1_F-L-D_b,d1_F-A-D_b,OpenRouter,3,0.0000;0.0000;0.0000,0.9998;0.9480;0.9948,0.0000,0.9948,,0,,1.0000
gemma-4-31b,constructed,d1_F-L-D_b|d1_F-A-N_b,b,d1_F-L-D_b,d1_F-A-N_b,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-L-D_b,1.0000
gemma-4-31b,constructed,d1_F-L-D_b|d1_F-A-P_b,b,d1_F-L-D_b,d1_F-A-P_b,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-L-D_b,1.0000
gemma-4-31b,constructed,d1_F-L-D_b|d1_F-L-P_b,b,d1_F-L-D_b,d1_F-L-P_b,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-L-D_b,1.0000
gemma-4-31b,constructed,d1_F-L-D_c|d1_F-A-D_c,c,d1_F-L-D_c,d1_F-A-D_c,OpenRouter,3,1.0000;1.0000;1.0000,0.0293;0.9961;0.9969,1.0000,0.9961,0.9980,1,d1_F-L-D_c,1.0000
gemma-4-31b,constructed,d1_F-L-D_c|d1_F-A-N_c,c,d1_F-L-D_c,d1_F-A-N_c,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-L-D_c,1.0000
gemma-4-31b,constructed,d1_F-L-D_c|d1_F-A-P_c,c,d1_F-L-D_c,d1_F-A-P_c,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-L-D_c,1.0000
gemma-4-31b,constructed,d1_F-L-D_c|d1_F-L-P_c,c,d1_F-L-D_c,d1_F-L-P_c,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-L-D_c,1.0000
gemma-4-31b,constructed,d1_F-L-N_a|d1_F-A-D_a,a,d1_F-L-N_a,d1_F-A-D_a,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-A-D_a,1.0000
gemma-4-31b,constructed,d1_F-L-N_a|d1_F-A-N_a,a,d1_F-L-N_a,d1_F-A-N_a,OpenRouter,3,0.0037;0.0003;0.0123,0.0000;0.0000;0.0000,0.0037,0.0000,0.0018,1,d1_F-A-N_a,1.0000
gemma-4-31b,constructed,d1_F-L-N_a|d1_F-A-P_a,a,d1_F-L-N_a,d1_F-A-P_a,OpenRouter,3,0.0041;0.9999;0.9999,0.0000;0.0000;0.0001,0.9999,0.0000,,0,,1.0000
gemma-4-31b,constructed,d1_F-L-N_a|d1_F-L-D_a,a,d1_F-L-N_a,d1_F-L-D_a,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-L-D_a,1.0000
gemma-4-31b,constructed,d1_F-L-N_a|d1_F-L-P_a,a,d1_F-L-N_a,d1_F-L-P_a,OpenRouter,3,0.9999;1.0000;1.0000,0.0000;0.0000;0.0000,1.0000,0.0000,,0,,1.0000
gemma-4-31b,constructed,d1_F-L-N_b|d1_F-A-D_b,b,d1_F-L-N_b,d1_F-A-D_b,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-A-D_b,1.0000
gemma-4-31b,constructed,d1_F-L-N_b|d1_F-A-N_b,b,d1_F-L-N_b,d1_F-A-N_b,OpenRouter,3,0.0331;0.0120;0.0075,0.0000;0.0000;0.0000,0.0120,0.0000,0.0060,1,d1_F-A-N_b,1.0000
gemma-4-31b,constructed,d1_F-L-N_b|d1_F-A-P_b,b,d1_F-L-N_b,d1_F-A-P_b,OpenRouter,3,0.9988;1.0000;1.0000,0.4378;0.0006;0.0004,1.0000,0.0006,,0,,1.0000
gemma-4-31b,constructed,d1_F-L-N_b|d1_F-L-D_b,b,d1_F-L-N_b,d1_F-L-D_b,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-L-D_b,1.0000
gemma-4-31b,constructed,d1_F-L-N_b|d1_F-L-P_b,b,d1_F-L-N_b,d1_F-L-P_b,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-L-N_b,1.0000
gemma-4-31b,constructed,d1_F-L-N_c|d1_F-A-D_c,c,d1_F-L-N_c,d1_F-A-D_c,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-A-D_c,1.0000
gemma-4-31b,constructed,d1_F-L-N_c|d1_F-A-N_c,c,d1_F-L-N_c,d1_F-A-N_c,OpenRouter,3,0.0534;0.7097;0.9983,0.0007;0.0000;0.0000,0.7097,0.0000,,0,,1.0000
gemma-4-31b,constructed,d1_F-L-N_c|d1_F-A-P_c,c,d1_F-L-N_c,d1_F-A-P_c,OpenRouter,3,1.0000;1.0000;1.0000,0.9466;0.0000;0.0000,1.0000,0.0000,,0,,1.0000
gemma-4-31b,constructed,d1_F-L-N_c|d1_F-L-D_c,c,d1_F-L-N_c,d1_F-L-D_c,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-L-D_c,1.0000
gemma-4-31b,constructed,d1_F-L-N_c|d1_F-L-P_c,c,d1_F-L-N_c,d1_F-L-P_c,OpenRouter,3,0.9999;1.0000;0.9999,0.0000;0.0000;0.0000,0.9999,0.0000,,0,,1.0000
gemma-4-31b,constructed,d1_F-L-P_a|d1_F-A-D_a,a,d1_F-L-P_a,d1_F-A-D_a,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-A-D_a,1.0000
gemma-4-31b,constructed,d1_F-L-P_a|d1_F-A-N_a,a,d1_F-L-P_a,d1_F-A-N_a,OpenRouter,3,1.0000;1.0000;1.0000,0.0000;0.0000;0.0000,1.0000,0.0000,,0,,1.0000
gemma-4-31b,constructed,d1_F-L-P_a|d1_F-A-P_a,a,d1_F-L-P_a,d1_F-A-P_a,OpenRouter,3,1.0000;1.0000;1.0000,0.0000;0.0000;0.0000,1.0000,0.0000,,0,,1.0000
gemma-4-31b,constructed,d1_F-L-P_b|d1_F-A-D_b,b,d1_F-L-P_b,d1_F-A-D_b,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-A-D_b,1.0000
gemma-4-31b,constructed,d1_F-L-P_b|d1_F-A-N_b,b,d1_F-L-P_b,d1_F-A-N_b,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-A-N_b,1.0000
gemma-4-31b,constructed,d1_F-L-P_b|d1_F-A-P_b,b,d1_F-L-P_b,d1_F-A-P_b,OpenRouter,3,0.0025;0.2559;0.3856,0.0000;0.0000;0.0000,0.2559,0.0000,0.1280,1,d1_F-A-P_b,1.0000
gemma-4-31b,constructed,d1_F-L-P_c|d1_F-A-D_c,c,d1_F-L-P_c,d1_F-A-D_c,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-A-D_c,1.0000
gemma-4-31b,constructed,d1_F-L-P_c|d1_F-A-N_c,c,d1_F-L-P_c,d1_F-A-N_c,OpenRouter,3,1.0000;1.0000;1.0000,0.0000;0.0000;0.0000,1.0000,0.0000,,0,,1.0000
gemma-4-31b,constructed,d1_F-L-P_c|d1_F-A-P_c,c,d1_F-L-P_c,d1_F-A-P_c,OpenRouter,3,1.0000;1.0000;1.0000,0.0004;0.0008;0.0000,1.0000,0.0004,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-D_a|d1_F-A-D_a,a,d1_F-SS-D_a,d1_F-A-D_a,OpenRouter,3,0.9890;0.0013;0.0009,0.0000;0.0000;0.0000,0.0013,0.0000,0.0007,1,d1_F-A-D_a,1.0000
gemma-4-31b,constructed,d1_F-SS-D_a|d1_F-A-N_a,a,d1_F-SS-D_a,d1_F-A-N_a,OpenRouter,3,1.0000;1.0000;0.9890,0.0028;0.0000;0.0036,1.0000,0.0028,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-D_a|d1_F-A-P_a,a,d1_F-SS-D_a,d1_F-A-P_a,OpenRouter,3,1.0000;1.0000;1.0000,0.8670;0.6655;0.5902,1.0000,0.6655,0.8328,1,d1_F-SS-D_a,1.0000
gemma-4-31b,constructed,d1_F-SS-D_a|d1_F-L-D_a,a,d1_F-SS-D_a,d1_F-L-D_a,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-L-D_a,1.0000
gemma-4-31b,constructed,d1_F-SS-D_a|d1_F-L-N_a,a,d1_F-SS-D_a,d1_F-L-N_a,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-SS-D_a,1.0000
gemma-4-31b,constructed,d1_F-SS-D_a|d1_F-L-P_a,a,d1_F-SS-D_a,d1_F-L-P_a,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-SS-D_a,1.0000
gemma-4-31b,constructed,d1_F-SS-D_a|d1_F-SS-P_a,a,d1_F-SS-D_a,d1_F-SS-P_a,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-SS-D_a,1.0000
gemma-4-31b,constructed,d1_F-SS-D_b|d1_F-A-D_b,b,d1_F-SS-D_b,d1_F-A-D_b,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-A-D_b,1.0000
gemma-4-31b,constructed,d1_F-SS-D_b|d1_F-A-N_b,b,d1_F-SS-D_b,d1_F-A-N_b,OpenRouter,3,0.0331;0.0070;0.0066,0.0000;0.0000;0.0000,0.0070,0.0000,0.0035,1,d1_F-A-N_b,1.0000
gemma-4-31b,constructed,d1_F-SS-D_b|d1_F-A-P_b,b,d1_F-SS-D_b,d1_F-A-P_b,OpenRouter,3,0.0019;1.0000;1.0000,0.0022;0.0000;0.0000,1.0000,0.0000,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-D_b|d1_F-L-D_b,b,d1_F-SS-D_b,d1_F-L-D_b,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-L-D_b,1.0000
gemma-4-31b,constructed,d1_F-SS-D_b|d1_F-L-N_b,b,d1_F-SS-D_b,d1_F-L-N_b,OpenRouter,3,1.0000;1.0000;1.0000,0.0180;0.0000;0.0000,1.0000,0.0000,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-D_b|d1_F-L-P_b,b,d1_F-SS-D_b,d1_F-L-P_b,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-SS-D_b,1.0000
gemma-4-31b,constructed,d1_F-SS-D_b|d1_F-SS-P_b,b,d1_F-SS-D_b,d1_F-SS-P_b,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-SS-D_b,1.0000
gemma-4-31b,constructed,d1_F-SS-D_c|d1_F-A-D_c,c,d1_F-SS-D_c,d1_F-A-D_c,OpenRouter,3,0.0000;0.0001;0.0001,0.0000;0.0000;0.0000,0.0001,0.0000,0.0000,1,d1_F-A-D_c,1.0000
gemma-4-31b,constructed,d1_F-SS-D_c|d1_F-A-N_c,c,d1_F-SS-D_c,d1_F-A-N_c,OpenRouter,3,1.0000;1.0000;1.0000,0.8176;0.0011;0.0018,1.0000,0.0018,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-D_c|d1_F-A-P_c,c,d1_F-SS-D_c,d1_F-A-P_c,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-SS-D_c,1.0000
gemma-4-31b,constructed,d1_F-SS-D_c|d1_F-L-D_c,c,d1_F-SS-D_c,d1_F-L-D_c,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-L-D_c,1.0000
gemma-4-31b,constructed,d1_F-SS-D_c|d1_F-L-N_c,c,d1_F-SS-D_c,d1_F-L-N_c,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-SS-D_c,1.0000
gemma-4-31b,constructed,d1_F-SS-D_c|d1_F-L-P_c,c,d1_F-SS-D_c,d1_F-L-P_c,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-SS-D_c,1.0000
gemma-4-31b,constructed,d1_F-SS-D_c|d1_F-SS-P_c,c,d1_F-SS-D_c,d1_F-SS-P_c,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-SS-D_c,1.0000
gemma-4-31b,constructed,d1_F-SS-N_a|d1_F-A-D_a,a,d1_F-SS-N_a,d1_F-A-D_a,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-A-D_a,1.0000
gemma-4-31b,constructed,d1_F-SS-N_a|d1_F-A-N_a,a,d1_F-SS-N_a,d1_F-A-N_a,OpenRouter,3,0.9241;0.9997;0.9995,0.0000;0.0025;0.0000,0.9995,0.0000,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-N_a|d1_F-A-P_a,a,d1_F-SS-N_a,d1_F-A-P_a,OpenRouter,3,0.0159;1.0000;1.0000,0.0331;0.0039;0.0033,1.0000,0.0039,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-N_a|d1_F-L-D_a,a,d1_F-SS-N_a,d1_F-L-D_a,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-L-D_a,1.0000
gemma-4-31b,constructed,d1_F-SS-N_a|d1_F-L-N_a,a,d1_F-SS-N_a,d1_F-L-N_a,OpenRouter,3,0.9995;0.9955;0.9959,0.0675;0.0004;0.0004,0.9959,0.0004,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-N_a|d1_F-L-P_a,a,d1_F-SS-N_a,d1_F-L-P_a,OpenRouter,3,1.0000;0.9997;1.0000,0.0159;0.0083;0.9914,1.0000,0.0159,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-N_a|d1_F-SS-D_a,a,d1_F-SS-N_a,d1_F-SS-D_a,OpenRouter,3,0.0534;0.0534;0.0534,0.0013;0.0001;0.0000,0.0534,0.0001,0.0267,1,d1_F-SS-D_a,1.0000
gemma-4-31b,constructed,d1_F-SS-N_a|d1_F-SS-P_a,a,d1_F-SS-N_a,d1_F-SS-P_a,OpenRouter,3,0.0000;0.0000;0.0000,0.9999;0.9971;0.9960,0.0000,0.9971,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-N_b|d1_F-A-D_b,b,d1_F-SS-N_b,d1_F-A-D_b,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-A-D_b,1.0000
gemma-4-31b,constructed,d1_F-SS-N_b|d1_F-A-N_b,b,d1_F-SS-N_b,d1_F-A-N_b,OpenRouter,3,1.0000;0.9998;0.9993,0.0000;0.0000;0.0000,0.9998,0.0000,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-N_b|d1_F-A-P_b,b,d1_F-SS-N_b,d1_F-A-P_b,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-SS-N_b,1.0000
gemma-4-31b,constructed,d1_F-SS-N_b|d1_F-L-D_b,b,d1_F-SS-N_b,d1_F-L-D_b,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-L-D_b,1.0000
gemma-4-31b,constructed,d1_F-SS-N_b|d1_F-L-N_b,b,d1_F-SS-N_b,d1_F-L-N_b,OpenRouter,3,1.0000;1.0000;1.0000,0.9325;0.9707;0.5000,1.0000,0.9325,0.9662,1,d1_F-SS-N_b,1.0000
gemma-4-31b,constructed,d1_F-SS-N_b|d1_F-L-P_b,b,d1_F-SS-N_b,d1_F-L-P_b,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-SS-N_b,1.0000
gemma-4-31b,constructed,d1_F-SS-N_b|d1_F-SS-D_b,b,d1_F-SS-N_b,d1_F-SS-D_b,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-SS-N_b,1.0000
gemma-4-31b,constructed,d1_F-SS-N_b|d1_F-SS-P_b,b,d1_F-SS-N_b,d1_F-SS-P_b,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-SS-N_b,1.0000
gemma-4-31b,constructed,d1_F-SS-N_c|d1_F-A-D_c,c,d1_F-SS-N_c,d1_F-A-D_c,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-A-D_c,1.0000
gemma-4-31b,constructed,d1_F-SS-N_c|d1_F-A-N_c,c,d1_F-SS-N_c,d1_F-A-N_c,OpenRouter,3,0.9987;1.0000;1.0000,0.0028;0.0000;0.0000,1.0000,0.0000,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-N_c|d1_F-A-P_c,c,d1_F-SS-N_c,d1_F-A-P_c,OpenRouter,3,1.0000;1.0000;1.0000,0.9859;0.0001;0.0000,1.0000,0.0001,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-N_c|d1_F-L-D_c,c,d1_F-SS-N_c,d1_F-L-D_c,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-L-D_c,1.0000
gemma-4-31b,constructed,d1_F-SS-N_c|d1_F-L-N_c,c,d1_F-SS-N_c,d1_F-L-N_c,OpenRouter,3,0.9996;0.9978;1.0000,0.1824;0.0010;0.1192,0.9996,0.1192,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-N_c|d1_F-L-P_c,c,d1_F-SS-N_c,d1_F-L-P_c,OpenRouter,3,1.0000;1.0000;1.0000,0.0000;0.0038;0.0054,1.0000,0.0038,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-N_c|d1_F-SS-D_c,c,d1_F-SS-N_c,d1_F-SS-D_c,OpenRouter,3,0.0019;0.5312;0.0303,0.0000;0.0000;0.0000,0.0303,0.0000,0.0151,1,d1_F-SS-D_c,1.0000
gemma-4-31b,constructed,d1_F-SS-N_c|d1_F-SS-P_c,c,d1_F-SS-N_c,d1_F-SS-P_c,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;0.0006;0.9998,1.0000,0.9998,0.9999,1,d1_F-SS-N_c,1.0000
gemma-4-31b,constructed,d1_F-SS-P_a|d1_F-A-D_a,a,d1_F-SS-P_a,d1_F-A-D_a,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-A-D_a,1.0000
gemma-4-31b,constructed,d1_F-SS-P_a|d1_F-A-N_a,a,d1_F-SS-P_a,d1_F-A-N_a,OpenRouter,3,1.0000;1.0000;1.0000,0.9999;0.9008;0.9630,1.0000,0.9630,0.9815,1,d1_F-SS-P_a,1.0000
gemma-4-31b,constructed,d1_F-SS-P_a|d1_F-A-P_a,a,d1_F-SS-P_a,d1_F-A-P_a,OpenRouter,3,1.0000;1.0000;0.9999,0.0000;0.0000;0.0000,1.0000,0.0000,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-P_a|d1_F-L-D_a,a,d1_F-SS-P_a,d1_F-L-D_a,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-L-D_a,1.0000
gemma-4-31b,constructed,d1_F-SS-P_a|d1_F-L-N_a,a,d1_F-SS-P_a,d1_F-L-N_a,OpenRouter,3,1.0000;1.0000;1.0000,0.9924;0.9999;0.9998,1.0000,0.9998,0.9999,1,d1_F-SS-P_a,1.0000
gemma-4-31b,constructed,d1_F-SS-P_a|d1_F-L-P_a,a,d1_F-SS-P_a,d1_F-L-P_a,OpenRouter,3,0.7311;0.9990;0.9990,0.0013;0.0006;0.0001,0.9990,0.0006,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-P_b|d1_F-A-D_b,b,d1_F-SS-P_b,d1_F-A-D_b,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-A-D_b,1.0000
gemma-4-31b,constructed,d1_F-SS-P_b|d1_F-A-N_b,b,d1_F-SS-P_b,d1_F-A-N_b,OpenRouter,3,0.0059;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-A-N_b,1.0000
gemma-4-31b,constructed,d1_F-SS-P_b|d1_F-A-P_b,b,d1_F-SS-P_b,d1_F-A-P_b,OpenRouter,3,0.4688;0.9715;0.9963,0.0000;0.0000;0.0000,0.9715,0.0000,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-P_b|d1_F-L-D_b,b,d1_F-SS-P_b,d1_F-L-D_b,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-L-D_b,1.0000
gemma-4-31b,constructed,d1_F-SS-P_b|d1_F-L-N_b,b,d1_F-SS-P_b,d1_F-L-N_b,OpenRouter,3,0.0000;0.0017;0.0021,0.0000;0.0000;0.0000,0.0017,0.0000,0.0008,1,d1_F-L-N_b,1.0000
gemma-4-31b,constructed,d1_F-SS-P_b|d1_F-L-P_b,b,d1_F-SS-P_b,d1_F-L-P_b,OpenRouter,3,0.0006;0.0026;0.0001,0.0000;0.0000;0.0000,0.0006,0.0000,0.0003,1,d1_F-L-P_b,1.0000
gemma-4-31b,constructed,d1_F-SS-P_c|d1_F-A-D_c,c,d1_F-SS-P_c,d1_F-A-D_c,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-A-D_c,1.0000
gemma-4-31b,constructed,d1_F-SS-P_c|d1_F-A-N_c,c,d1_F-SS-P_c,d1_F-A-N_c,OpenRouter,3,1.0000;1.0000;1.0000,0.0000;0.2942;0.1192,1.0000,0.1192,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-P_c|d1_F-A-P_c,c,d1_F-SS-P_c,d1_F-A-P_c,OpenRouter,3,1.0000;1.0000;1.0000,0.0000;0.0000;0.0000,1.0000,0.0000,,0,,1.0000
gemma-4-31b,constructed,d1_F-SS-P_c|d1_F-L-D_c,c,d1_F-SS-P_c,d1_F-L-D_c,OpenRouter,3,0.0000;0.0000;0.0000,0.0000;0.0000;0.0000,0.0000,0.0000,0.0000,1,d1_F-L-D_c,1.0000
gemma-4-31b,constructed,d1_F-SS-P_c|d1_F-L-N_c,c,d1_F-SS-P_c,d1_F-L-N_c,OpenRouter,3,1.0000;1.0000;1.0000,0.9988;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-SS-P_c,1.0000
gemma-4-31b,constructed,d1_F-SS-P_c|d1_F-L-P_c,c,d1_F-SS-P_c,d1_F-L-P_c,OpenRouter,3,0.0004;0.9999;0.9999,0.0000;0.0002;0.0002,0.9999,0.0002,,0,,1.0000
gemma-4-31b,main,d1_A_a|d1_D12_a,a,d1_A_a,d1_D12_a,CoreWeave,1,1.0000,0.9981,1.0000,0.9981,0.9990,1,d1_A_a,1.0000
gemma-4-31b,main,d1_A_a|d1_D4_a,a,d1_A_a,d1_D4_a,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_D4_a,1.0000
gemma-4-31b,main,d1_A_a|d1_L_a,a,d1_A_a,d1_L_a,CoreWeave,3,0.0001;0.9912;0.9525,0.0028;0.0028;0.0003,0.9525,0.0028,,0,,1.0000
gemma-4-31b,main,d1_A_a|d1_Lp_a,a,d1_A_a,d1_Lp_a,CoreWeave,3,0.9998;0.9933;0.9972,0.9999;1.0000;0.9999,0.9972,0.9999,0.9986,1,d1_A_a,1.0000
gemma-4-31b,main,d1_A_a|d1_M_a,a,d1_A_a,d1_M_a,CoreWeave,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_A_a,1.0000
